text,label
feeling muscle joint yellowish pain vomiting pain mild diarrhoea abdominal pain skin yellowing eyes loss of appetite of fever nausea,Gastroenterology
dealing with walking joints swelling weakness neck muscle painful stiff,Orthopedics
my main issue is dizziness face swings thyroid enlarged menstruation feets cold swollen abnormal weight irritability gain puffy extremeties depression and eyes mood hands and nails brittle fatigue,Endocrinology
i am having vomiting pain sweating chest breathlessness,Cardiology
i feel skin burning stomach urination pain spotting rash micturition lately,Dermatology
dealing with stiff movement joints muscle swelling stiffness neck painful walking weakness,Orthopedics
i have of yellowing eyes loss nausea abdominal yellowish vomiting of appetite skin itching pain,
suffering from dark appetite receiving abdominal of receiving yellowing pain eyes yellow urine blood urine of itching unsterile malaise fatigue injections loss transfusion lethargy yellowish skin,Gastroenterology
i have joint rash pain peeling like in skin skin nails dents small nails silver dusting inflammatory,Dermatology
i have nausea sweating diarrhoea fever headache high chills muscle pain vomiting,Infectious
my main issue is distention vomiting stomach fluid abdomen yellowish overload swelling of of skin pain abdominal,Gastroenterology
i feel nausea fever vomiting muscle high chills pain headache sweating diarrhoea lately,Infectious
experiencing loss abdominal of yellowish itching nausea yellowing eyes of skin pain vomiting appetite,
suffering from burning stomach skin micturition spotting rash urination pain,Dermatology
i think it's appetite of indigestion abdominal itching pain internal gases passage loss of,Gastroenterology
i am having skin in pain skin dents rash nails joint small nails peeling inflammatory,Dermatology
dealing with sweating pain breathlessness chest vomiting,Cardiology
i feel skin burning itching micturition spotting stomach pain rash urination lately,Dermatology
i have acute urine fatigue vomiting dark nausea bleeding pain yellowish liver pain of joint of high failure stomach abdominal fever yellowing skin eyes loss coma appetite,Gastroenterology
my main issue is discomfort of of urine smell continuous bladder urine micturition feel burning foul,Urology
i have of discomfort micturition burning of foul continuous urine feel smell bladder urine,Urology
i think it's malaise lethargy spots fever mild of high fatigue fever itching body red headache skin appetite over loss rash,Infectious
experiencing lymph chest runny throat malaise cough continuous sneezing nodes pain fatigue headache fever smell pain pressure sinus of chills congestion swelled loss phlegm muscle eyes of high nose redness irritation,Pulmonology
i have rash pus scurring pimples filled blackheads skin,Dermatology
i have unsterile urine injections skin yellow transfusion of malaise receiving blood urine itching yellowish yellowing appetite of loss eyes receiving pain lethargy abdominal dark,Gastroenterology
i am having dark pain yellowish abdominal nausea vomiting fatigue skin joint pain eyes of of urine appetite yellowing loss,Gastroenterology
dealing with gain irritability menstruation fatigue hands eyes and and extremeties swollen puffy thyroid nails weight lethargy dizziness enlarged cold face feets depression abnormal brittle,Endocrinology
experiencing red skin sore fever crust nose high around blister ooze rash yellow,Dermatology
my main issue is passage pain gases loss abdominal internal of of itching indigestion appetite,Gastroenterology
having skin vomiting nausea muscle yellowing of appetite of mild loss pain abdominal fever pain diarrhoea yellowish pain joint eyes,Gastroenterology
my main issue is skin rash stomach pain itching micturition burning,Dermatology
my main issue is anxiety tingling distorted excessive headache blurred vision palpitations slurred hunger and and lips nausea fatigue speech drying vomiting irritability sweating,Endocrinology
my main issue is pain ulcers tongue vomiting on pain stomach acidity cough chest,Gastroenterology
my main issue is filled pus blackheads skin scurring pimples rash,Dermatology
having altered headache weakness vomiting one side of sensorium body,Neurology
i feel blood loss sputum high vomiting breathlessness fever appetite chills of loss malaise fever phlegm mild cough in lymph sweating pain yellowing eyes chest weight nodes swelled of fatigue lately,Pulmonology
experiencing abdominal yellowing appetite skin nausea of coma failure pain high bleeding loss pain acute liver eyes joint yellowish stomach of vomiting urine fatigue fever dark,Gastroenterology
experiencing nausea excessive and distorted and slurred anxiety fatigue vision palpitations vomiting drying irritability headache hunger lips sweating speech tingling blurred,Endocrinology
dealing with red loss skin of rash muscle chills pain headache appetite back malaise fever eyes nausea the pain pain vomiting fatigue behind over body spots high joint pain,Infectious
having blood swollen fatigue swollen on bruising obesity veins prominent legs calf vessels cramps,Cardiology
i feel stiffness movement neck walking swelling stiff painful joints lately,Orthopedics
suffering from diarrhoea fast irritability excessive restlessness sweating rate loss weight mood swings weakness muscle heart menstruation abnormal fatigue hunger,Endocrinology
suffering from distorted hunger and anxiety drying lips speech palpitations and headache slurred excessive fatigue vomiting sweating irritability tingling blurred vision,Endocrinology
feeling limbs weakness back pain pain neck in dizziness,Neurology
suffering from itching loss of vomiting yellowing nausea of yellowish appetite skin eyes,
i think it's nodes sputum chills vomiting fever mild of loss sweating eyes breathlessness yellowing lymph phlegm pain high chest appetite fever of swelled blood malaise cough loss fatigue weight in,Pulmonology
my main issue is loss weight diarrhoea weakness mood menstruation fast swings excessive abnormal rate sweating hunger heart muscle irritability fatigue restlessness,Endocrinology
suffering from bladder smell of discomfort burning urine foul micturition,Urology
suffering from continuous chills watering from shivering sneezing eyes,Dermatology
dealing with pimples rash pus filled blackheads skin,Dermatology
i feel pain nausea itching skin yellowish eyes yellowing vomiting of appetite loss of abdominal lately,
dealing with chest pain breathlessness sweating vomiting,Cardiology
my main issue is distention of consumption fluid yellowish vomiting stomach skin swelling abdomen of abdominal history alcohol of pain overload,Gastroenterology
i feel tongue vomiting stomach pain ulcers pain acidity chest on cough lately,Gastroenterology
suffering from history family breathlessness mucoid sputum fatigue cough,Pulmonology
i feel joint yellowing vomiting of of eyes dark pain urine pain loss appetite fatigue nausea abdominal lately,Gastroenterology
i am having high red rash around fever sore yellow blister nose crust ooze skin,Dermatology
having fever loss chills sputum cough high lymph sweating breathlessness vomiting blood mild malaise nodes fever appetite in pain phlegm yellowing of swelled of loss fatigue weight chest eyes,Pulmonology
i have pain appetite body rash malaise vomiting behind pain fever fatigue eyes back of pain pain loss muscle over high chills red headache joint the skin spots nausea,Infectious
feeling cough breathlessness sputum fever fatigue high mucoid,Pulmonology
experiencing from shivering watering continuous chills eyes sneezing,Dermatology
feeling sweating mood diarrhoea irritability loss abnormal hunger rate restlessness swings heart muscle weight fast menstruation fatigue weakness excessive,Endocrinology
